ID;Type;Accident;Reporting;Payment;Amount
2628;Annuity;39140.23238;39301.97740;39801;2907.86
2628;Annuity;39140.23238;39301.97740;39802;20271.3
2628;Annuity;39140.23238;39301.97740;39857;23247.5
2628;Annuity;39140.23238;39301.97740;39886;2262.12
2628;Annuity;39140.23238;39301.97740;40017;1092.66
2628;Annuity;39140.23238;39301.97740;40259;5888.3
2628;Annuity;39140.23238;39301.97740;40413;6443.44
2628;Annuity;39140.23238;39301.97740;40719;16057.4
2628;Annuity;39140.23238;39301.97740;40908;12738.6
2628;Annuity;39140.23238;39301.97740;41088;17808.7
2628;Annuity;39140.23238;39301.97740;41801;16398.5
2628;Annuity;39140.23238;39301.97740;42022;4941.41
2628;Annuity;39140.23238;39301.97740;42238;13994.7
2628;Annuity;39140.23238;39301.97740;43000;8385.06
2629;Annuity;40660.15235;40722.34922;41038;31147.2
2629;Annuity;40660.15235;40722.34922;41205;2465.25
2629;Annuity;40660.15235;40722.34922;41272;3611.6
2629;Annuity;40660.15235;40722.34922;41582;12271.9
2629;Annuity;40660.15235;40722.34922;41611;2902.1
2629;Annuity;40660.15235;40722.34922;41659;3744.33
2629;Annuity;40660.15235;40722.34922;41672;5333.06
2629;Annuity;40660.15235;40722.34922;41725;4458.74
2629;Annuity;40660.15235;40722.34922;41831;621.604
2629;Annuity;40660.15235;40722.34922;42121;4529.35
2629;Annuity;40660.15235;40722.34922;42285;12196.9
2629;Annuity;40660.15235;40722.34922;42379;4631.47
2629;Annuity;40660.15235;40722.34922;42402;16298.1
2629;Annuity;40660.15235;40722.34922;42813;117293
2630;Annuity;38108.39406;38222.48023;38299;3440.82
2630;Annuity;38108.39406;38222.48023;38428;17477.2
2630;Annuity;38108.39406;38222.48023;38758;18768.4
2630;Annuity;38108.39406;38222.48023;38798;9666.33
2630;Annuity;38108.39406;38222.48023;39006;5955.08
2630;Annuity;38108.39406;38222.48023;39188;3349.13
2630;Annuity;38108.39406;38222.48023;39453;5673.86
2630;Annuity;38108.39406;38222.48023;39453;820.252
2630;Annuity;38108.39406;38222.48023;39455;5351.59
2630;Annuity;38108.39406;38222.48023;39668;17234.7
2630;Annuity;38108.39406;38222.48023;39686;32978.5
2630;Annuity;38108.39406;38222.48023;40384;9919.06
2630;Annuity;38108.39406;38222.48023;42513;6922.7
2631;Annuity;42543.97675;42725.35807;42929;5413.09
2631;Annuity;42543.97675;42725.35807;43141;20521.2
2631;Annuity;42543.97675;42725.35807;43251;10922.4
2631;Annuity;42543.97675;42725.35807;43464;5198.37
2631;Annuity;42543.97675;42725.35807;43562;17626.1
2631;Annuity;42543.97675;42725.35807;43671;1024.75
2631;Annuity;42543.97675;42725.35807;43794;3376.37
2631;Annuity;42543.97675;42725.35807;43818;2315.09
2631;Annuity;42543.97675;42725.35807;43818;23276.4
2631;Annuity;42543.97675;42725.35807;43818;3007.53
2631;Annuity;42543.97675;42725.35807;43818;2064.03
2631;Annuity;42543.97675;42725.35807;43818;21440.3
2632;Annuity;37665.28152;37688.67624;37803;782.529
2632;Annuity;37665.28152;37688.67624;38384;2431.28
2632;Annuity;37665.28152;37688.67624;38423;11770.9
2632;Annuity;37665.28152;37688.67624;38471;5621.08
2632;Annuity;37665.28152;37688.67624;38554;5220.14
2632;Annuity;37665.28152;37688.67624;38712;7926.32
2632;Annuity;37665.28152;37688.67624;38717;5195.27
2632;Annuity;37665.28152;37688.67624;38746;28070
2632;Annuity;37665.28152;37688.67624;38858;21110.3
2632;Annuity;37665.28152;37688.67624;39013;13256.5
2632;Annuity;37665.28152;37688.67624;39089;57548.4
2632;Annuity;37665.28152;37688.67624;39627;2874.31
2632;Annuity;37665.28152;37688.67624;40078;11459.8
2632;Annuity;37665.28152;37688.67624;43258;69991.4
2633;Annuity;43340.52247;43545.92191;43622;19592.3
2633;Annuity;43340.52247;43545.92191;43737;8210.29
2633;Annuity;43340.52247;43545.92191;43818;1624.14
2633;Annuity;43340.52247;43545.92191;43818;3517.91
2633;Annuity;43340.52247;43545.92191;43818;6539.68
2633;Annuity;43340.52247;43545.92191;43818;1025.03
2633;Annuity;43340.52247;43545.92191;43818;15066
2633;Annuity;43340.52247;43545.92191;43818;13317.2
2633;Annuity;43340.52247;43545.92191;43818;20075
2633;Annuity;43340.52247;43545.92191;43818;12031.3
2633;Annuity;43340.52247;43545.92191;43818;4904.76
2633;Annuity;43340.52247;43545.92191;43818;26495.9
2633;Annuity;43340.52247;43545.92191;43818;2603.66
2633;Annuity;43340.52247;43545.92191;43818;15296.7
2633;Annuity;43340.52247;43545.92191;43818;12311.1
2634;Annuity;40551.36857;40901.67181;40901;14586.8
2634;Annuity;40551.36857;40901.67181;40979;1490.63
2634;Annuity;40551.36857;40901.67181;41058;12963.9
2634;Annuity;40551.36857;40901.67181;41090;1388.82
2634;Annuity;40551.36857;40901.67181;41118;14105.7
2634;Annuity;40551.36857;40901.67181;41251;12346.7
2634;Annuity;40551.36857;40901.67181;41682;11979.3
2634;Annuity;40551.36857;40901.67181;41717;5449.8
2634;Annuity;40551.36857;40901.67181;41919;5200.8
2634;Annuity;40551.36857;40901.67181;42004;7515.05
2634;Annuity;40551.36857;40901.67181;42030;2331.83
2634;Annuity;40551.36857;40901.67181;42244;8730.16
2634;Annuity;40551.36857;40901.67181;42770;13507.1
2634;Annuity;40551.36857;40901.67181;43074;7621.21
2634;Annuity;40551.36857;40901.67181;43196;6029.82
2634;Annuity;40551.36857;40901.67181;43276;35832.4
2634;Annuity;40551.36857;40901.67181;43467;1258.24
2634;Annuity;40551.36857;40901.67181;43645;17465.2
2634;Annuity;40551.36857;40901.67181;43818;21182
2634;Annuity;40551.36857;40901.67181;43818;22019.6
2635;Annuity;40017.51503;40100.18112;40461;1387.3
2635;Annuity;40017.51503;40100.18112;40557;53293.1
2635;Annuity;40017.51503;40100.18112;40567;4310.46
2635;Annuity;40017.51503;40100.18112;40596;52773
2635;Annuity;40017.51503;40100.18112;40629;25633.4
2635;Annuity;40017.51503;40100.18112;40668;3797.01
2635;Annuity;40017.51503;40100.18112;40677;4215.16
2635;Annuity;40017.51503;40100.18112;40726;5334.72
2635;Annuity;40017.51503;40100.18112;41429;1471.11
2635;Annuity;40017.51503;40100.18112;41459;4242.33
2635;Annuity;40017.51503;40100.18112;41656;2801.3
2635;Annuity;40017.51503;40100.18112;41679;1324.02
2635;Annuity;40017.51503;40100.18112;42018;2224.97
2635;Annuity;40017.51503;40100.18112;42158;6999.45
2635;Annuity;40017.51503;40100.18112;42594;3231.37
2636;Annuity;38606.97296;38611.42268;39107;5515.74
2636;Annuity;38606.97296;38611.42268;39119;1530.92
2636;Annuity;38606.97296;38611.42268;39291;22424.2
2636;Annuity;38606.97296;38611.42268;39383;26524.7
2636;Annuity;38606.97296;38611.42268;39402;4765.04
2636;Annuity;38606.97296;38611.42268;39432;14349.4
2636;Annuity;38606.97296;38611.42268;39462;6722.46
2636;Annuity;38606.97296;38611.42268;39467;5507.39
2636;Annuity;38606.97296;38611.42268;39518;42545.4
2636;Annuity;38606.97296;38611.42268;39678;8137.63
2636;Annuity;38606.97296;38611.42268;39778;5605.54
2636;Annuity;38606.97296;38611.42268;39829;6836.48
2636;Annuity;38606.97296;38611.42268;39916;5939.29
2636;Annuity;38606.97296;38611.42268;40036;2901.28
2636;Annuity;38606.97296;38611.42268;40271;9378.99
2636;Annuity;38606.97296;38611.42268;40976;2814.44
2636;Annuity;38606.97296;38611.42268;41559;2833.65
2636;Annuity;38606.97296;38611.42268;41799;22350.2
2636;Annuity;38606.97296;38611.42268;42125;2425.39
2637;Annuity;42022.84781;42057.12061;42230;11891.9
2637;Annuity;42022.84781;42057.12061;42498;7429.9
2637;Annuity;42022.84781;42057.12061;42697;4482.14
2637;Annuity;42022.84781;42057.12061;42708;5331.7
2637;Annuity;42022.84781;42057.12061;43174;58606
2637;Annuity;42022.84781;42057.12061;43192;54638.5
2637;Annuity;42022.84781;42057.12061;43209;8287.57
2637;Annuity;42022.84781;42057.12061;43323;28595.9
2637;Annuity;42022.84781;42057.12061;43400;633.445
2637;Annuity;42022.84781;42057.12061;43484;36963.7
2637;Annuity;42022.84781;42057.12061;43818;4322.86
2637;Annuity;42022.84781;42057.12061;43818;8308.76
2637;Annuity;42022.84781;42057.12061;43818;3471.75
2637;Annuity;42022.84781;42057.12061;43818;62193.5
2638;Annuity;37765.69390;37766.46802;37849;895.208
2638;Annuity;37765.69390;37766.46802;38187;11430.2
2638;Annuity;37765.69390;37766.46802;38247;24443.3
2638;Annuity;37765.69390;37766.46802;38266;6920.4
2638;Annuity;37765.69390;37766.46802;38268;7843.11
2638;Annuity;37765.69390;37766.46802;38620;28098.6
2638;Annuity;37765.69390;37766.46802;39245;3408.43
2638;Annuity;37765.69390;37766.46802;39341;13497.3
2638;Annuity;37765.69390;37766.46802;39442;33396.9
2638;Annuity;37765.69390;37766.46802;39503;128636
2639;Annuity;42722.17509;43167.46629;43167;1474.39
2639;Annuity;42722.17509;43167.46629;43192;2029.93
2639;Annuity;42722.17509;43167.46629;43210;7848.78
2639;Annuity;42722.17509;43167.46629;43216;4473.41
2639;Annuity;42722.17509;43167.46629;43315;9789.5
2639;Annuity;42722.17509;43167.46629;43539;9889.18
2639;Annuity;42722.17509;43167.46629;43617;447.122
2639;Annuity;42722.17509;43167.46629;43791;116022
2639;Annuity;42722.17509;43167.46629;43818;11676.8
2639;Annuity;42722.17509;43167.46629;43818;22495.1
2639;Annuity;42722.17509;43167.46629;43818;7390.12
2639;Annuity;42722.17509;43167.46629;43818;1075.53
2640;Annuity;40461.46011;40676.79648;40723;6928.74
2640;Annuity;40461.46011;40676.79648;40749;3637.51
2640;Annuity;40461.46011;40676.79648;40948;10409.9
2640;Annuity;40461.46011;40676.79648;40985;4553.63
2640;Annuity;40461.46011;40676.79648;41180;10915.9
2640;Annuity;40461.46011;40676.79648;41309;12406.8
2640;Annuity;40461.46011;40676.79648;41631;2494.38
2640;Annuity;40461.46011;40676.79648;41699;22811.7
2640;Annuity;40461.46011;40676.79648;41754;4005.98
2640;Annuity;40461.46011;40676.79648;41860;6403.49
2640;Annuity;40461.46011;40676.79648;41895;17298.4
2640;Annuity;40461.46011;40676.79648;41976;16029.6
2640;Annuity;40461.46011;40676.79648;41985;7500.12
2640;Annuity;40461.46011;40676.79648;42015;3485.78
2640;Annuity;40461.46011;40676.79648;42071;5261.82
2640;Annuity;40461.46011;40676.79648;42128;9490.6
2640;Annuity;40461.46011;40676.79648;42361;4611.11
2640;Annuity;40461.46011;40676.79648;42370;31030.4
2640;Annuity;40461.46011;40676.79648;42495;5467.54
2640;Annuity;40461.46011;40676.79648;42519;3233.52
2640;Annuity;40461.46011;40676.79648;43327;2335.29
2640;Annuity;40461.46011;40676.79648;43818;1713.47
2641;Annuity;37354.15807;37410.53395;37620;16453.9
2641;Annuity;37354.15807;37410.53395;37700;6071.04
2641;Annuity;37354.15807;37410.53395;37725;6803.83
2641;Annuity;37354.15807;37410.53395;37858;12412.7
2641;Annuity;37354.15807;37410.53395;37863;28370.7
2641;Annuity;37354.15807;37410.53395;38253;12133.7
2641;Annuity;37354.15807;37410.53395;38317;16821.9
2641;Annuity;37354.15807;37410.53395;38736;40592
2641;Annuity;37354.15807;37410.53395;38825;3983.03
2641;Annuity;37354.15807;37410.53395;39151;8829.16
2641;Annuity;37354.15807;37410.53395;40883;23603.1
2641;Annuity;37354.15807;37410.53395;41012;17114.4
2642;Annuity;43630.70861;43741.96956;43818;8349.55
2642;Annuity;43630.70861;43741.96956;43818;11857.3
2642;Annuity;43630.70861;43741.96956;43818;14120.8
2642;Annuity;43630.70861;43741.96956;43818;22994
2642;Annuity;43630.70861;43741.96956;43818;2688.19
2642;Annuity;43630.70861;43741.96956;43818;28197
2642;Annuity;43630.70861;43741.96956;43818;6253.06
2642;Annuity;43630.70861;43741.96956;43818;19342.7
2642;Annuity;43630.70861;43741.96956;43818;20077.9
2642;Annuity;43630.70861;43741.96956;43818;3287.55
2642;Annuity;43630.70861;43741.96956;43818;12833.9
2642;Annuity;43630.70861;43741.96956;43818;3950.18
2642;Annuity;43630.70861;43741.96956;43818;10821.5
2642;Annuity;43630.70861;43741.96956;43818;31211.3
2642;Annuity;43630.70861;43741.96956;43818;7631.89
2642;Annuity;43630.70861;43741.96956;43818;1702.16
2642;Annuity;43630.70861;43741.96956;43818;1329.91
2642;Annuity;43630.70861;43741.96956;43818;1846.27
2643;Annuity;41387.59401;41528.68740;41831;30994.5
2643;Annuity;41387.59401;41528.68740;41836;2919.83
2643;Annuity;41387.59401;41528.68740;41939;10818.9
2643;Annuity;41387.59401;41528.68740;41967;11031.8
2643;Annuity;41387.59401;41528.68740;41986;2961.97
2643;Annuity;41387.59401;41528.68740;42211;17396.4
2643;Annuity;41387.59401;41528.68740;42519;59507
2643;Annuity;41387.59401;41528.68740;42793;21927.1
2643;Annuity;41387.59401;41528.68740;42801;5910.76
2643;Annuity;41387.59401;41528.68740;43177;4491.39
2643;Annuity;41387.59401;41528.68740;43818;27523.4
2643;Annuity;41387.59401;41528.68740;43818;23678.3
2643;Annuity;41387.59401;41528.68740;43818;54731.9
2643;Annuity;41387.59401;41528.68740;43818;2299.77
2644;Annuity;39091.33679;39178.53356;39508;2513.1
2644;Annuity;39091.33679;39178.53356;39610;12527.4
2644;Annuity;39091.33679;39178.53356;39613;2619.7
2644;Annuity;39091.33679;39178.53356;39624;15619.6
2644;Annuity;39091.33679;39178.53356;39950;15064.6
2644;Annuity;39091.33679;39178.53356;40051;29800.3
2644;Annuity;39091.33679;39178.53356;40097;10777.1
2644;Annuity;39091.33679;39178.53356;40201;29842
2644;Annuity;39091.33679;39178.53356;40293;13165
2644;Annuity;39091.33679;39178.53356;40382;5378.29
2644;Annuity;39091.33679;39178.53356;40443;61888.6
2644;Annuity;39091.33679;39178.53356;40573;41881.7
2644;Annuity;39091.33679;39178.53356;40881;6938.32
2644;Annuity;39091.33679;39178.53356;40939;940.211
2644;Annuity;39091.33679;39178.53356;41358;2035.32
2644;Annuity;39091.33679;39178.53356;42155;3205.53
2645;Annuity;39362.25005;39371.59615;39761;11417.9
2645;Annuity;39362.25005;39371.59615;39894;5191.02
2645;Annuity;39362.25005;39371.59615;40352;14604.3
2645;Annuity;39362.25005;39371.59615;40646;20339.9
2645;Annuity;39362.25005;39371.59615;40750;10672.1
2645;Annuity;39362.25005;39371.59615;41327;10293.2
2645;Annuity;39362.25005;39371.59615;41924;10523.2
2646;Annuity;38417.78715;38435.14085;38766;20786.1
2646;Annuity;38417.78715;38435.14085;38790;52386.5
2646;Annuity;38417.78715;38435.14085;39102;4522.64
2646;Annuity;38417.78715;38435.14085;39126;3207.3
2646;Annuity;38417.78715;38435.14085;39239;4135.27
2646;Annuity;38417.78715;38435.14085;39366;13472.7
2646;Annuity;38417.78715;38435.14085;39442;9168.15
2646;Annuity;38417.78715;38435.14085;39509;11877.7
2646;Annuity;38417.78715;38435.14085;39556;3551.82
2646;Annuity;38417.78715;38435.14085;39806;6594.47
2646;Annuity;38417.78715;38435.14085;39876;7315.4
2646;Annuity;38417.78715;38435.14085;40398;30204.2
2646;Annuity;38417.78715;38435.14085;40584;5957.89
2646;Annuity;38417.78715;38435.14085;43818;15314.1
2647;Annuity;39919.42545;39930.55658;40200;2719.95
2647;Annuity;39919.42545;39930.55658;40347;4688.71
2647;Annuity;39919.42545;39930.55658;40421;12517.4
2647;Annuity;39919.42545;39930.55658;40480;11888.9
2647;Annuity;39919.42545;39930.55658;40498;6484.37
2647;Annuity;39919.42545;39930.55658;40612;30023.5
2647;Annuity;39919.42545;39930.55658;41004;5020.6
2647;Annuity;39919.42545;39930.55658;41637;17688.6
2647;Annuity;39919.42545;39930.55658;41786;6617.79
2647;Annuity;39919.42545;39930.55658;42124;25331.6
2647;Annuity;39919.42545;39930.55658;42562;4641.08
2647;Annuity;39919.42545;39930.55658;42608;3451.07
2647;Annuity;39919.42545;39930.55658;43468;2110.78
2647;Annuity;39919.42545;39930.55658;43818;4804.15
2648;Annuity;38470.66776;38522.20251;38693;1454.81
2648;Annuity;38470.66776;38522.20251;38709;1344.31
2648;Annuity;38470.66776;38522.20251;39167;8199.65
2648;Annuity;38470.66776;38522.20251;39215;15795.7
2648;Annuity;38470.66776;38522.20251;39415;5744.02
2648;Annuity;38470.66776;38522.20251;39483;4702.62
2648;Annuity;38470.66776;38522.20251;39532;5967.99
2648;Annuity;38470.66776;38522.20251;39560;17457.1
2648;Annuity;38470.66776;38522.20251;39846;9098.26
2648;Annuity;38470.66776;38522.20251;39862;7403.38
2648;Annuity;38470.66776;38522.20251;39966;6022.46
2648;Annuity;38470.66776;38522.20251;39992;4635.79
2648;Annuity;38470.66776;38522.20251;40383;9283.61
2648;Annuity;38470.66776;38522.20251;40400;19716.7
2648;Annuity;38470.66776;38522.20251;40452;8009.62
2648;Annuity;38470.66776;38522.20251;40546;21864
2648;Annuity;38470.66776;38522.20251;40570;39399.6
2648;Annuity;38470.66776;38522.20251;41012;25436.4
2649;Annuity;41541.01753;41624.31924;41873;4177.68
2649;Annuity;41541.01753;41624.31924;41940;29552.9
2649;Annuity;41541.01753;41624.31924;41981;37347.1
2649;Annuity;41541.01753;41624.31924;42125;1708.11
2649;Annuity;41541.01753;41624.31924;42137;3953.63
2649;Annuity;41541.01753;41624.31924;42242;8604.78
2649;Annuity;41541.01753;41624.31924;42279;12468.6
2649;Annuity;41541.01753;41624.31924;42364;8632.82
2649;Annuity;41541.01753;41624.31924;42429;11293
2649;Annuity;41541.01753;41624.31924;42487;8292.97
2649;Annuity;41541.01753;41624.31924;42577;10845.4
2649;Annuity;41541.01753;41624.31924;42826;8205.99
2649;Annuity;41541.01753;41624.31924;42845;24557.9
2649;Annuity;41541.01753;41624.31924;42895;26947.9
2649;Annuity;41541.01753;41624.31924;42928;9994.44
2649;Annuity;41541.01753;41624.31924;43030;14737.2
2649;Annuity;41541.01753;41624.31924;43186;10996.4
2649;Annuity;41541.01753;41624.31924;43818;8009.43
2649;Annuity;41541.01753;41624.31924;43818;6730.42
2649;Annuity;41541.01753;41624.31924;43818;11377.8
2650;Annuity;39301.36629;39404.34790;39605;3983.55
2650;Annuity;39301.36629;39404.34790;39779;53459.9
2650;Annuity;39301.36629;39404.34790;39789;12809.9
2650;Annuity;39301.36629;39404.34790;39865;5542.95
2650;Annuity;39301.36629;39404.34790;39928;2908.03
2650;Annuity;39301.36629;39404.34790;39936;8535.76
2650;Annuity;39301.36629;39404.34790;39951;8319.81
2650;Annuity;39301.36629;39404.34790;39952;20581.1
2650;Annuity;39301.36629;39404.34790;40088;13786.6
2650;Annuity;39301.36629;39404.34790;40141;9975.81
2650;Annuity;39301.36629;39404.34790;40202;940.029
2650;Annuity;39301.36629;39404.34790;40417;11102.4
2650;Annuity;39301.36629;39404.34790;40524;14101.3
2650;Annuity;39301.36629;39404.34790;40817;7939.23
2650;Annuity;39301.36629;39404.34790;41012;20287.4
2650;Annuity;39301.36629;39404.34790;41491;9514.14
2650;Annuity;39301.36629;39404.34790;42370;37737.9
2651;Annuity;37661.40980;37697.10019;38087;5851.48
2651;Annuity;37661.40980;37697.10019;38109;4768.61
2651;Annuity;37661.40980;37697.10019;38254;1919.46
2651;Annuity;37661.40980;37697.10019;38270;2680.66
2651;Annuity;37661.40980;37697.10019;38332;23810.1
2651;Annuity;37661.40980;37697.10019;38363;31457.3
2651;Annuity;37661.40980;37697.10019;38529;23427.9
2651;Annuity;37661.40980;37697.10019;38599;2863.47
2651;Annuity;37661.40980;37697.10019;38698;36599.4
2651;Annuity;37661.40980;37697.10019;38975;2637.93
2651;Annuity;37661.40980;37697.10019;39158;4273.86
2651;Annuity;37661.40980;37697.10019;39296;65779.1
2651;Annuity;37661.40980;37697.10019;39301;22860.4
2651;Annuity;37661.40980;37697.10019;39593;6283.66
2651;Annuity;37661.40980;37697.10019;40071;6344.2
2651;Annuity;37661.40980;37697.10019;40658;6529.73
2651;Annuity;37661.40980;37697.10019;41002;12721
2652;Annuity;42398.37680;42402.32550;42849;4406.08
2652;Annuity;42398.37680;42402.32550;43125;21750.3
2652;Annuity;42398.37680;42402.32550;43189;749.479
2652;Annuity;42398.37680;42402.32550;43246;12347
2652;Annuity;42398.37680;42402.32550;43294;6030.79
2652;Annuity;42398.37680;42402.32550;43410;7180.84
2652;Annuity;42398.37680;42402.32550;43492;4913.66
2652;Annuity;42398.37680;42402.32550;43649;5038.86
2652;Annuity;42398.37680;42402.32550;43765;3502.92
2652;Annuity;42398.37680;42402.32550;43818;58746.4
2652;Annuity;42398.37680;42402.32550;43818;27510.8
2652;Annuity;42398.37680;42402.32550;43818;66693.7
2652;Annuity;42398.37680;42402.32550;43818;13817.7
2652;Annuity;42398.37680;42402.32550;43818;14466.9
2652;Annuity;42398.37680;42402.32550;43818;12532.2
2653;Annuity;38875.32278;38879.14174;39185;6538.64
2653;Annuity;38875.32278;38879.14174;39553;3451.9
2653;Annuity;38875.32278;38879.14174;39598;4673.04
2653;Annuity;38875.32278;38879.14174;39929;12438.3
2653;Annuity;38875.32278;38879.14174;40047;3562.97
2653;Annuity;38875.32278;38879.14174;40125;32800.7
2653;Annuity;38875.32278;38879.14174;40817;8023.53
2653;Annuity;38875.32278;38879.14174;41215;8361.05
2653;Annuity;38875.32278;38879.14174;43818;11960.6
2654;Annuity;43431.73680;43443.99632;43754;2166.41
2654;Annuity;43431.73680;43443.99632;43818;6333.36
2654;Annuity;43431.73680;43443.99632;43818;7693.01
2654;Annuity;43431.73680;43443.99632;43818;19450.8
2654;Annuity;43431.73680;43443.99632;43818;20071.8
2654;Annuity;43431.73680;43443.99632;43818;53216.5
2654;Annuity;43431.73680;43443.99632;43818;1325.49
2654;Annuity;43431.73680;43443.99632;43818;9549.36
2654;Annuity;43431.73680;43443.99632;43818;29516.9
2654;Annuity;43431.73680;43443.99632;43818;15716.3
2654;Annuity;43431.73680;43443.99632;43818;3696.12
2654;Annuity;43431.73680;43443.99632;43818;13618.4
2655;Annuity;40045.84982;40082.96414;40523;11369.1
2655;Annuity;40045.84982;40082.96414;40588;14718.2
2655;Annuity;40045.84982;40082.96414;40724;5618.44
2655;Annuity;40045.84982;40082.96414;40745;3398.21
2655;Annuity;40045.84982;40082.96414;40823;1896.66
2655;Annuity;40045.84982;40082.96414;40967;1247.21
2655;Annuity;40045.84982;40082.96414;40972;5222.92
2655;Annuity;40045.84982;40082.96414;41041;11188.4
2655;Annuity;40045.84982;40082.96414;41217;12269.5
2655;Annuity;40045.84982;40082.96414;41706;21990.5
2655;Annuity;40045.84982;40082.96414;41891;2440.93
2655;Annuity;40045.84982;40082.96414;41991;13188.1
2655;Annuity;40045.84982;40082.96414;43507;9052.2
2656;Annuity;42818.12666;43023.12789;43274;2934.64
2656;Annuity;42818.12666;43023.12789;43379;118080
2656;Annuity;42818.12666;43023.12789;43542;11673.3
2656;Annuity;42818.12666;43023.12789;43638;9149.15
2656;Annuity;42818.12666;43023.12789;43818;3223.73
2656;Annuity;42818.12666;43023.12789;43818;12982
2656;Annuity;42818.12666;43023.12789;43818;6629.41
2656;Annuity;42818.12666;43023.12789;43818;8489.55
2656;Annuity;42818.12666;43023.12789;43818;3237.29
2656;Annuity;42818.12666;43023.12789;43818;27040.8
2657;Annuity;36793.41727;36823.71819;36991;9899.08
2657;Annuity;36793.41727;36823.71819;37059;1556.45
2657;Annuity;36793.41727;36823.71819;37110;2069.1
2657;Annuity;36793.41727;36823.71819;37224;11695.2
2657;Annuity;36793.41727;36823.71819;37311;4302.86
2657;Annuity;36793.41727;36823.71819;37344;4842.16
2657;Annuity;36793.41727;36823.71819;37384;18470.6
2657;Annuity;36793.41727;36823.71819;37515;16927.9
2657;Annuity;36793.41727;36823.71819;37536;8955.45
2657;Annuity;36793.41727;36823.71819;37616;5772.44
2657;Annuity;36793.41727;36823.71819;37654;13779
2657;Annuity;36793.41727;36823.71819;37791;10270.1
2657;Annuity;36793.41727;36823.71819;38143;2438.12
2657;Annuity;36793.41727;36823.71819;38570;4820.13
2657;Annuity;36793.41727;36823.71819;38626;34201.3
2657;Annuity;36793.41727;36823.71819;39034;28257.3
2657;Annuity;36793.41727;36823.71819;39105;1896.1
2657;Annuity;36793.41727;36823.71819;39624;2009.66
2657;Annuity;36793.41727;36823.71819;40604;12117.3
2658;Annuity;36921.33161;37017.02348;37100;6619.28
2658;Annuity;36921.33161;37017.02348;37298;6243.09
2658;Annuity;36921.33161;37017.02348;37326;11923.2
2658;Annuity;36921.33161;37017.02348;37370;11854.3
2658;Annuity;36921.33161;37017.02348;37418;12421.8
2658;Annuity;36921.33161;37017.02348;37591;7793.12
2658;Annuity;36921.33161;37017.02348;37598;8026.22
2658;Annuity;36921.33161;37017.02348;37693;8914.58
2658;Annuity;36921.33161;37017.02348;37795;5515.59
2658;Annuity;36921.33161;37017.02348;37853;11591.2
2658;Annuity;36921.33161;37017.02348;37908;1172.5
2658;Annuity;36921.33161;37017.02348;37980;4274.56
2658;Annuity;36921.33161;37017.02348;38081;21483.6
